temperature_C,humidity_%,soil_moisture_%,rainfall_mm,solar_radiation_Wm2,wind_speed_kmh,soil_pH,soil_type,crop_type,growth_stage,field_area_ha,days_since_rain,season,water_amount_liters
15.5,48.9,33.3,4.5,479.8,18.2,6.66,Clay,Cotton,Vegetative,5.95,0,Autumn,708.2
42.8,85.4,56.9,5.7,408.2,7.3,7.08,Clay,Maize,Maturity,7.06,4,Spring,1216.9
27.8,37.6,25.1,1.7,373.1,15.8,7.08,Clay,Soybean,Maturity,2.48,6,Spring,376.1
44.0,28.4,51.4,5.2,570.8,7.0,7.79,Sandy,Rice,Germination,7.33,8,Winter,1206.6
43.9,60.9,73.9,10.5,583.4,24.2,6.58,Sandy,Soybean,Vegetative,6.08,9,Autumn,1522.0
40.6,87.9,65.8,48.5,132.1,11.6,7.65,Silt,Maize,Vegetative,6.32,8,Autumn,789.8
23.8,46.4,74.5,33.4,337.1,25.0,7.23,Clay,Wheat,Flowering,3.41,8,Spring,208.3
26.6,24.3,78.5,38.9,388.2,11.4,8.39,Silt,Soybean,Vegetative,1.98,5,Autumn,50.0
40.5,43.8,10.7,38.8,167.8,24.7,6.66,Clay,Rice,Germination,6.42,1,Summer,1488.0
24.5,55.4,53.6,26.8,265.1,10.0,8.2,Loam,Wheat,Flowering,6.07,4,Autumn,954.8
20.1,31.3,38.9,39.9,136.1,13.2,7.96,Silt,Wheat,Flowering,3.71,2,Summer,472.8
31.7,66.1,70.2,29.8,797.4,18.5,7.41,Sandy,Cotton,Flowering,3.31,11,Summer,1025.7
43.1,89.8,27.6,15.7,615.6,2.1,7.46,Loam,Cotton,Flowering,3.8,5,Summer,1724.5
35.9,51.6,78.7,28.1,161.2,28.4,5.75,Sandy,Soybean,Flowering,5.15,10,Spring,1615.5
32.1,44.8,53.0,26.7,114.2,17.2,8.35,Loam,Rice,Germination,9.76,4,Summer,2000.0
17.9,48.0,65.5,41.2,603.5,15.2,5.82,Loam,Cotton,Maturity,7.75,12,Winter,387.1
33.5,28.1,16.0,49.1,407.4,25.2,7.19,Loam,Maize,Vegetative,8.59,13,Autumn,1679.1
44.7,81.8,22.8,20.6,650.8,26.0,6.49,Silt,Maize,Maturity,5.3,9,Summer,1542.7
19.2,49.0,63.1,38.2,746.4,15.7,6.79,Silt,Wheat,Maturity,5.5,10,Winter,206.7
30.5,47.1,11.5,5.0,519.5,27.8,7.33,Sandy,Wheat,Vegetative,2.44,0,Spring,769.1
41.3,66.2,67.2,38.8,231.0,1.9,8.23,Silt,Wheat,Vegetative,7.35,9,Spring,1064.6
37.2,50.9,11.0,18.6,647.5,3.4,6.87,Sandy,Maize,Maturity,4.51,9,Spring,1367.4
35.9,65.4,56.0,2.0,769.1,17.9,8.46,Clay,Cotton,Vegetative,7.55,11,Spring,1398.4
36.1,24.3,35.6,18.2,506.2,10.6,7.28,Sandy,Cotton,Flowering,4.39,1,Autumn,1462.3
25.8,77.0,52.8,30.5,577.4,13.9,5.98,Sandy,Soybean,Vegetative,1.53,10,Spring,50.0
23.8,85.8,58.7,6.0,336.2,9.8,6.07,Silt,Rice,Vegetative,2.14,4,Autumn,145.2
39.3,65.4,34.0,46.2,367.1,12.1,7.65,Sandy,Maize,Flowering,8.21,13,Winter,1748.6
39.3,86.8,17.6,3.9,614.3,24.7,5.65,Silt,Wheat,Flowering,2.96,11,Spring,864.9
41.0,30.6,14.9,46.5,749.4,17.8,6.94,Sandy,Rice,Flowering,3.01,5,Spring,1996.3
42.4,53.4,51.2,35.4,540.3,29.9,5.94,Clay,Wheat,Vegetative,9.33,13,Winter,717.9
30.3,62.1,46.4,16.5,652.9,23.6,6.8,Silt,Rice,Flowering,6.75,0,Winter,1296.1
30.0,60.7,62.0,19.5,220.1,8.2,7.75,Silt,Rice,Flowering,1.59,6,Autumn,66.4
38.9,48.1,45.7,37.0,248.4,7.9,6.88,Clay,Cotton,Germination,1.86,2,Summer,82.5
34.5,43.7,39.6,30.1,472.4,10.1,5.99,Silt,Soybean,Germination,3.09,0,Autumn,236.3
36.1,28.9,37.9,33.6,223.6,25.3,6.26,Sandy,Soybean,Vegetative,6.14,6,Summer,2000.0
38.9,47.4,11.9,19.5,544.5,0.8,6.6,Loam,Wheat,Flowering,7.65,6,Autumn,1822.6
41.7,31.4,33.5,24.4,304.2,6.9,5.71,Silt,Maize,Vegetative,3.11,9,Summer,1140.4
25.1,71.4,78.3,49.5,654.1,27.1,7.25,Loam,Soybean,Germination,8.77,2,Spring,764.2
26.3,34.6,71.1,10.7,665.7,19.2,7.32,Sandy,Maize,Germination,1.54,5,Summer,219.1
17.8,24.1,33.1,20.9,424.7,6.8,5.69,Clay,Wheat,Flowering,2.47,14,Winter,168.0
32.3,58.7,51.1,14.6,226.6,6.6,6.71,Silt,Maize,Vegetative,9.72,3,Winter,1052.9
16.1,61.7,69.3,38.3,552.7,25.9,6.74,Loam,Rice,Germination,1.78,13,Summer,50.0
29.0,81.0,40.9,38.2,795.0,26.8,6.5,Clay,Rice,Maturity,8.94,3,Spring,1670.3
31.3,60.4,11.3,14.6,535.8,7.7,7.17,Clay,Wheat,Flowering,7.19,8,Spring,1625.2
23.6,44.2,15.2,4.1,125.0,12.6,6.54,Silt,Maize,Vegetative,1.19,12,Summer,357.7
32.7,76.2,45.7,0.6,112.1,25.0,6.75,Loam,Maize,Maturity,5.1,6,Summer,1306.5
15.9,57.8,77.9,21.4,324.3,23.1,7.89,Silt,Wheat,Flowering,5.43,5,Winter,330.2
16.1,25.5,58.5,20.5,237.0,24.4,5.99,Sandy,Soybean,Flowering,9.36,11,Winter,1617.9
39.7,59.6,15.0,49.4,669.1,15.6,7.36,Clay,Cotton,Germination,4.5,8,Autumn,362.1
25.8,83.6,23.3,23.5,691.4,27.3,7.02,Loam,Soybean,Vegetative,4.74,12,Spring,864.1
18.8,47.7,64.0,12.8,281.0,9.8,6.42,Silt,Cotton,Germination,1.57,2,Spring,50.0
30.7,40.7,68.9,44.6,328.0,4.7,7.68,Clay,Maize,Maturity,6.57,11,Spring,764.6
38.1,30.0,53.2,24.6,265.4,21.3,7.15,Silt,Cotton,Maturity,2.5,3,Autumn,270.2
21.5,30.6,55.1,30.0,735.9,16.2,6.93,Loam,Cotton,Maturity,1.24,13,Autumn,50.0
33.7,50.3,12.0,4.8,451.9,25.6,7.5,Sandy,Maize,Maturity,9.97,13,Winter,1449.0
17.6,61.7,68.0,19.1,559.3,2.4,7.91,Sandy,Rice,Maturity,3.06,8,Winter,144.6
16.6,25.6,65.2,47.2,390.8,25.3,8.42,Sandy,Cotton,Vegetative,1.84,3,Summer,50.0
30.9,85.8,28.1,29.5,541.7,8.8,7.39,Silt,Wheat,Vegetative,7.15,6,Autumn,851.0
31.2,72.9,59.6,17.2,370.1,19.6,8.12,Clay,Soybean,Flowering,8.31,8,Autumn,1533.5
34.1,61.1,25.0,31.3,337.8,1.2,5.5,Sandy,Maize,Flowering,1.11,3,Autumn,72.7
36.8,78.0,12.8,45.5,544.1,18.3,7.09,Sandy,Maize,Vegetative,1.5,8,Spring,170.4
44.3,25.6,24.1,13.7,513.7,21.5,6.14,Sandy,Cotton,Flowering,1.36,14,Winter,551.8
30.5,53.4,22.5,25.3,305.5,11.1,5.78,Sandy,Rice,Germination,0.95,6,Summer,133.8
24.7,64.1,33.6,47.9,204.5,6.5,7.1,Loam,Rice,Vegetative,6.76,3,Autumn,1212.8
38.9,78.0,39.3,8.6,358.0,16.1,7.74,Loam,Soybean,Germination,6.09,2,Autumn,670.7
23.1,74.8,45.6,36.0,390.6,25.0,6.74,Clay,Soybean,Maturity,6.8,5,Autumn,571.4
28.2,39.4,43.4,30.7,540.1,9.7,7.51,Loam,Rice,Maturity,5.3,2,Spring,1180.2
17.4,85.9,28.9,34.0,740.2,7.6,6.97,Loam,Rice,Flowering,8.27,6,Summer,2000.0
15.8,28.7,12.0,17.6,125.3,8.4,6.81,Loam,Rice,Vegetative,5.69,0,Summer,2000.0
43.9,81.3,52.4,15.7,270.6,28.5,6.37,Silt,Cotton,Maturity,9.23,6,Autumn,1152.4
40.1,88.0,37.7,34.2,235.6,10.8,6.65,Loam,Wheat,Flowering,5.11,2,Summer,1529.9
35.9,32.4,30.9,10.8,451.6,0.1,6.55,Silt,Soybean,Germination,8.01,8,Spring,1142.0
27.3,70.5,70.7,21.0,400.8,23.5,7.44,Silt,Maize,Vegetative,4.37,5,Autumn,451.1
20.2,22.8,62.3,9.4,610.3,21.0,5.85,Loam,Rice,Flowering,4.63,6,Winter,964.6
19.7,48.4,70.0,0.4,269.7,3.9,5.78,Silt,Rice,Maturity,8.57,8,Winter,922.3
22.5,56.1,44.6,48.5,516.1,29.5,7.48,Sandy,Wheat,Germination,1.52,5,Summer,50.0
31.5,60.6,19.2,21.6,718.7,18.2,7.14,Clay,Rice,Germination,5.87,9,Winter,517.6
36.4,85.5,58.7,48.5,737.5,15.0,6.79,Loam,Soybean,Flowering,7.4,10,Winter,952.9
34.8,67.1,24.4,7.0,771.1,11.5,5.96,Loam,Rice,Vegetative,7.63,1,Autumn,2000.0
23.4,53.7,40.9,29.4,641.3,27.0,6.73,Clay,Wheat,Flowering,6.12,14,Spring,1120.7
43.6,76.7,14.6,10.0,734.2,7.3,7.87,Loam,Cotton,Maturity,4.76,5,Autumn,764.3
37.1,86.5,67.8,39.5,264.2,8.6,8.17,Loam,Soybean,Vegetative,2.98,5,Spring,171.8
31.6,21.5,18.8,39.2,238.3,3.7,7.61,Clay,Cotton,Maturity,9.14,1,Autumn,912.0
33.4,88.8,73.2,5.6,104.5,22.8,5.68,Silt,Maize,Germination,4.01,6,Winter,156.1
27.6,26.0,70.5,45.6,594.8,17.9,7.51,Sandy,Wheat,Germination,8.09,13,Autumn,770.5
22.4,77.0,42.5,9.7,756.2,18.3,6.22,Silt,Maize,Maturity,0.8,11,Summer,50.0
25.7,39.6,62.1,30.6,230.9,6.6,6.45,Sandy,Maize,Maturity,2.71,8,Summer,348.9
37.7,29.3,53.4,49.3,545.9,19.5,6.09,Clay,Maize,Germination,3.78,12,Spring,381.4
15.4,50.8,66.2,44.1,622.5,23.0,7.83,Silt,Maize,Flowering,6.88,9,Spring,1242.9
18.5,65.1,40.2,47.8,749.3,10.7,7.45,Silt,Wheat,Flowering,3.53,3,Spring,177.4
16.4,46.7,65.0,17.1,552.8,24.0,7.34,Sandy,Cotton,Flowering,0.89,10,Summer,50.0
16.2,23.8,42.4,5.3,779.2,10.5,7.5,Sandy,Rice,Maturity,2.15,4,Autumn,410.4
40.7,62.0,75.9,9.4,341.3,22.7,6.21,Sandy,Maize,Maturity,2.96,5,Winter,376.8
36.1,83.2,44.0,25.0,344.9,1.0,6.83,Sandy,Rice,Germination,2.17,0,Spring,195.0
29.2,46.8,42.4,39.7,480.1,16.5,7.4,Loam,Rice,Vegetative,2.44,7,Autumn,255.6
17.9,35.1,65.0,7.5,368.5,29.1,7.41,Clay,Maize,Flowering,7.81,11,Autumn,1502.6
29.7,51.0,67.5,33.0,101.0,29.4,7.88,Sandy,Soybean,Flowering,4.41,12,Summer,1530.9
29.2,23.4,48.8,16.2,612.2,8.5,6.36,Silt,Rice,Flowering,4.35,8,Summer,2000.0
20.2,77.4,22.6,17.1,626.2,13.2,7.81,Silt,Soybean,Germination,9.68,0,Winter,549.5
28.0,77.8,42.7,33.1,622.9,1.9,6.82,Silt,Cotton,Vegetative,4.74,12,Autumn,427.0
27.0,61.2,77.8,23.3,341.5,26.2,7.51,Sandy,Rice,Vegetative,9.31,3,Spring,2000.0
33.5,44.7,62.7,40.6,465.6,17.1,6.87,Clay,Wheat,Vegetative,3.34,5,Summer,351.0
34.1,76.0,66.8,7.8,352.0,11.6,8.35,Loam,Cotton,Flowering,4.31,12,Autumn,869.7
16.4,58.8,12.3,39.5,111.2,3.4,6.04,Sandy,Cotton,Maturity,4.26,9,Summer,626.0
26.2,77.8,42.8,3.2,493.7,28.4,7.53,Sandy,Soybean,Flowering,5.69,0,Autumn,1666.6
33.8,64.2,55.3,9.7,186.6,15.9,7.23,Loam,Maize,Vegetative,6.05,2,Summer,1854.1
30.1,74.9,68.1,32.8,156.0,8.5,6.02,Clay,Wheat,Germination,2.86,13,Spring,63.8
40.7,61.9,13.4,42.7,628.8,10.5,5.7,Sandy,Wheat,Vegetative,8.04,6,Winter,1051.0
34.8,49.0,69.7,12.6,106.7,8.1,7.9,Silt,Soybean,Flowering,5.22,14,Spring,1423.3
19.9,87.1,48.4,16.4,771.3,18.1,5.97,Silt,Soybean,Maturity,0.57,7,Summer,50.0
17.1,57.9,23.8,26.9,460.7,27.9,6.06,Sandy,Cotton,Vegetative,6.12,12,Summer,1748.3
34.3,62.4,32.2,10.6,788.1,25.7,8.44,Clay,Soybean,Maturity,8.08,7,Summer,1774.1
15.8,35.4,29.7,40.6,140.6,13.8,7.65,Silt,Maize,Vegetative,2.88,4,Spring,77.7
32.6,63.8,47.2,38.7,508.5,24.8,6.25,Silt,Cotton,Maturity,0.86,0,Summer,50.0
43.2,60.0,13.6,7.3,344.5,12.7,7.27,Loam,Cotton,Maturity,8.17,0,Spring,1637.7
32.3,32.9,21.1,23.2,690.4,7.6,7.1,Clay,Cotton,Vegetative,9.77,7,Summer,2000.0
26.6,24.2,66.9,38.7,352.9,29.5,8.03,Sandy,Wheat,Germination,1.23,4,Winter,50.0
34.3,62.3,19.3,16.9,282.3,9.1,7.69,Loam,Wheat,Flowering,9.41,14,Winter,1354.4
28.7,73.5,26.3,31.7,700.3,9.7,8.0,Loam,Cotton,Flowering,3.91,10,Summer,1229.1
31.4,56.6,41.7,2.5,362.3,29.7,6.13,Loam,Maize,Vegetative,9.44,8,Autumn,1969.7
43.2,35.9,46.2,30.4,111.8,4.0,7.42,Clay,Rice,Maturity,6.66,0,Spring,1455.7
26.6,66.7,63.5,7.6,373.2,22.8,5.62,Clay,Cotton,Flowering,8.96,1,Summer,2000.0
43.8,25.6,41.3,41.5,558.2,28.1,5.71,Clay,Soybean,Maturity,7.97,3,Spring,1155.0
42.2,50.9,65.3,17.8,278.1,15.4,7.64,Sandy,Rice,Germination,0.77,9,Autumn,108.9
20.9,31.4,53.3,14.1,402.4,0.1,5.57,Clay,Wheat,Vegetative,1.12,10,Winter,50.0
17.1,32.9,17.9,42.0,139.7,11.3,7.24,Loam,Wheat,Germination,5.49,6,Spring,406.8
18.0,34.2,20.9,2.5,511.7,3.3,8.02,Silt,Rice,Maturity,1.73,3,Spring,401.6
15.5,47.1,40.6,19.8,629.4,12.5,6.64,Sandy,Soybean,Maturity,4.88,7,Spring,818.9
17.8,23.6,37.8,18.5,389.3,23.7,5.63,Sandy,Wheat,Vegetative,9.57,6,Spring,2000.0
35.5,47.8,62.0,14.2,394.2,13.2,7.64,Sandy,Wheat,Maturity,3.3,4,Spring,571.3
17.1,55.8,50.7,45.6,161.8,13.0,8.29,Loam,Cotton,Vegetative,5.14,6,Winter,200.7
24.6,53.8,37.2,37.5,241.4,16.7,7.65,Clay,Maize,Vegetative,4.15,7,Spring,413.9
40.3,46.8,22.0,3.2,208.3,17.5,7.24,Loam,Soybean,Germination,6.48,2,Spring,1061.0
15.7,78.7,25.9,35.7,437.2,25.7,6.19,Silt,Cotton,Flowering,2.34,2,Winter,50.0
39.4,30.2,50.3,26.4,470.5,9.3,5.55,Clay,Maize,Flowering,2.97,1,Summer,1103.3
23.5,55.4,39.6,45.0,764.3,24.7,7.58,Silt,Wheat,Maturity,8.66,3,Summer,1310.1
18.5,24.3,46.0,15.6,151.3,17.0,6.19,Sandy,Maize,Flowering,8.21,10,Spring,2000.0
35.9,25.0,21.9,28.7,519.9,9.0,8.07,Sandy,Wheat,Maturity,8.0,3,Winter,841.6
33.9,60.2,56.4,25.0,468.5,8.9,6.9,Loam,Cotton,Flowering,7.82,14,Spring,2000.0
41.3,59.6,69.7,24.5,461.4,10.8,7.09,Clay,Wheat,Germination,4.86,13,Summer,569.2
37.1,81.5,28.1,22.8,711.2,18.7,7.76,Sandy,Maize,Flowering,7.42,14,Winter,1783.4
39.1,59.1,44.4,10.3,243.9,6.9,7.84,Loam,Cotton,Maturity,4.18,12,Autumn,580.0
23.5,87.2,78.3,37.8,128.5,27.6,7.43,Silt,Maize,Maturity,1.46,3,Winter,50.0
20.3,23.4,33.3,22.6,570.6,17.2,8.32,Loam,Maize,Flowering,4.24,1,Summer,1652.5
37.5,26.9,51.7,47.9,341.6,27.6,8.45,Clay,Rice,Vegetative,2.01,6,Winter,74.7
39.2,23.1,16.3,13.0,112.3,1.4,8.34,Clay,Wheat,Germination,4.21,9,Autumn,396.7
44.7,33.0,52.4,34.1,276.0,10.3,7.97,Clay,Wheat,Vegetative,3.33,2,Winter,242.9
27.4,57.9,16.3,47.0,316.5,0.7,7.62,Sandy,Maize,Flowering,6.19,11,Spring,2000.0
26.2,65.2,77.1,33.2,531.8,8.2,7.49,Loam,Wheat,Vegetative,3.93,14,Spring,338.5
38.3,23.2,60.1,43.6,220.8,25.9,5.81,Silt,Soybean,Flowering,7.2,9,Summer,2000.0
25.2,86.2,65.2,41.4,389.1,1.1,6.31,Clay,Wheat,Maturity,5.37,0,Winter,76.1
42.9,79.0,59.3,18.0,437.7,13.1,5.52,Loam,Cotton,Vegetative,9.24,1,Summer,2000.0
40.8,40.8,51.3,30.0,421.5,3.5,5.91,Sandy,Wheat,Germination,1.36,4,Winter,55.6
27.9,25.4,41.5,7.8,781.8,12.5,6.82,Silt,Soybean,Vegetative,7.03,8,Summer,2000.0
37.5,31.9,70.1,26.8,131.9,25.2,5.94,Silt,Maize,Maturity,6.89,3,Winter,569.3
37.6,28.9,77.0,11.5,765.7,18.7,8.2,Silt,Wheat,Maturity,9.53,5,Spring,1398.1
18.1,28.6,44.9,37.2,507.4,22.1,7.92,Sandy,Cotton,Maturity,4.03,2,Summer,635.3
42.1,56.3,75.2,26.4,657.0,10.5,5.71,Clay,Soybean,Vegetative,3.4,8,Summer,756.8
30.2,37.2,50.8,20.6,401.3,28.3,6.25,Sandy,Rice,Maturity,2.14,1,Autumn,324.5
39.8,45.1,47.7,13.4,417.7,21.3,7.96,Silt,Maize,Maturity,3.02,7,Winter,304.0
24.6,89.3,41.8,49.9,715.5,12.7,7.91,Loam,Maize,Vegetative,5.27,14,Spring,735.8
41.9,67.9,24.7,3.6,727.2,12.8,8.34,Silt,Maize,Vegetative,8.46,14,Spring,2000.0
26.7,86.4,10.3,2.2,267.1,27.6,8.49,Loam,Soybean,Flowering,3.2,10,Spring,1035.9
15.3,30.0,26.9,10.9,239.5,17.3,8.43,Sandy,Wheat,Vegetative,2.0,13,Summer,364.7
42.2,46.7,45.7,48.6,447.4,21.2,6.73,Sandy,Wheat,Maturity,3.09,13,Spring,436.3
17.7,58.8,36.6,49.0,730.2,12.5,6.25,Sandy,Wheat,Germination,1.46,2,Summer,50.0
24.6,25.4,41.4,32.7,325.6,6.7,7.78,Loam,Wheat,Maturity,9.3,7,Autumn,1072.6
43.5,20.3,78.6,44.0,556.4,21.7,6.4,Sandy,Maize,Maturity,8.79,2,Spring,2000.0
43.5,66.9,34.5,10.7,595.7,18.2,7.92,Clay,Rice,Maturity,3.43,10,Autumn,740.3
32.2,64.9,41.7,48.6,645.1,15.0,7.1,Silt,Maize,Vegetative,2.85,11,Winter,171.5
34.0,48.8,19.3,7.1,494.7,18.7,7.88,Clay,Rice,Germination,9.1,11,Winter,848.6
28.5,54.3,13.4,5.1,381.7,6.2,6.33,Loam,Rice,Maturity,0.52,3,Autumn,131.6
23.8,49.1,64.3,5.6,776.9,23.8,7.02,Sandy,Wheat,Vegetative,6.21,14,Winter,728.0
24.9,21.7,49.9,28.7,527.9,28.4,7.19,Silt,Cotton,Flowering,9.2,7,Spring,2000.0
35.2,43.5,63.2,39.0,610.0,26.7,8.33,Sandy,Soybean,Germination,5.33,9,Spring,780.9
37.6,32.4,20.5,18.3,341.5,9.6,6.3,Sandy,Cotton,Germination,0.53,3,Summer,232.4
38.7,26.9,50.0,48.9,569.0,12.2,8.31,Silt,Rice,Vegetative,2.58,10,Autumn,452.2
38.7,87.0,27.8,21.7,280.5,24.3,7.91,Silt,Cotton,Flowering,9.26,8,Autumn,1946.6
17.7,62.0,26.0,7.5,271.6,17.9,7.69,Clay,Rice,Maturity,0.66,8,Summer,50.0
29.8,71.0,10.8,23.3,600.3,16.4,7.86,Clay,Maize,Flowering,4.25,5,Spring,1065.6
16.7,42.1,19.1,34.0,465.0,27.8,7.32,Clay,Maize,Germination,8.0,0,Autumn,607.9
31.5,47.5,31.6,41.6,578.3,16.1,6.23,Clay,Wheat,Vegetative,8.46,8,Summer,1639.5
28.2,36.6,18.2,22.9,288.6,15.4,6.07,Clay,Soybean,Flowering,5.04,8,Autumn,965.1
41.6,26.8,79.0,29.7,519.1,1.3,8.1,Loam,Maize,Maturity,2.71,13,Autumn,341.6
25.5,32.5,31.6,13.4,410.8,2.1,7.68,Loam,Soybean,Flowering,6.2,12,Summer,2000.0
18.5,75.8,19.1,32.3,517.9,0.2,6.14,Sandy,Wheat,Flowering,3.01,6,Autumn,311.3
19.3,67.4,23.9,49.3,303.6,27.4,7.35,Sandy,Soybean,Vegetative,2.93,8,Winter,86.2
37.8,58.3,51.1,2.5,600.8,12.3,6.84,Clay,Maize,Vegetative,8.17,7,Summer,2000.0
33.5,53.3,14.5,44.3,664.2,14.1,5.98,Sandy,Maize,Germination,1.97,8,Summer,348.3
18.0,84.6,70.4,28.1,281.9,25.4,7.1,Loam,Cotton,Vegetative,0.55,8,Winter,50.0
17.5,25.1,77.3,12.6,310.4,18.3,6.34,Loam,Cotton,Flowering,3.7,6,Autumn,484.8
36.0,39.6,27.3,47.7,562.8,18.3,5.79,Sandy,Cotton,Maturity,5.16,5,Winter,446.7
17.2,44.5,41.5,24.2,586.9,8.9,6.9,Clay,Soybean,Germination,7.2,1,Autumn,503.4
39.7,74.8,11.5,16.6,592.9,25.0,7.27,Loam,Maize,Vegetative,7.92,12,Spring,2000.0
36.2,89.5,54.8,9.1,577.9,5.0,5.64,Silt,Wheat,Flowering,6.8,6,Winter,775.4
17.4,36.8,39.0,12.2,375.0,1.6,6.71,Silt,Rice,Flowering,6.45,0,Winter,1168.8
17.5,81.2,28.9,41.6,376.4,5.7,6.27,Sandy,Maize,Germination,6.82,5,Winter,449.2
44.6,78.1,24.5,30.7,278.4,8.0,5.59,Clay,Cotton,Germination,3.08,5,Spring,282.7
26.2,35.7,55.8,45.7,209.8,8.5,5.88,Sandy,Cotton,Vegetative,4.13,11,Autumn,453.9
26.1,48.0,39.1,11.6,584.8,20.1,5.92,Clay,Soybean,Vegetative,6.36,14,Spring,1185.1
39.4,48.7,22.6,6.1,165.2,6.5,6.05,Clay,Cotton,Maturity,1.12,6,Winter,117.3
43.4,88.5,58.2,0.3,756.5,20.3,7.91,Silt,Soybean,Germination,3.31,1,Spring,424.5
44.6,32.7,49.6,25.4,678.7,2.7,6.82,Loam,Wheat,Germination,4.36,13,Winter,316.9
37.6,75.9,70.1,49.9,700.3,4.4,5.94,Loam,Cotton,Flowering,5.57,13,Summer,1545.1
26.3,43.4,18.2,34.7,734.7,15.3,5.8,Sandy,Soybean,Maturity,5.12,12,Autumn,880.6
17.5,71.2,65.0,15.4,386.0,27.7,6.39,Sandy,Cotton,Vegetative,7.32,11,Winter,733.0
38.3,49.4,57.1,43.8,692.7,25.8,7.89,Clay,Soybean,Maturity,5.0,3,Spring,533.3
31.8,60.5,18.1,39.1,210.6,29.1,6.59,Loam,Maize,Maturity,9.09,1,Spring,1593.5
27.7,78.3,58.6,0.8,115.1,19.5,5.98,Clay,Soybean,Flowering,4.11,13,Spring,855.0
42.2,76.3,40.9,40.8,649.4,20.3,6.71,Silt,Rice,Germination,5.49,3,Autumn,699.2
18.3,80.6,76.1,15.0,152.4,18.8,7.17,Silt,Wheat,Germination,0.53,2,Summer,50.0
29.8,24.2,19.9,7.5,792.0,18.7,5.59,Clay,Maize,Germination,3.45,1,Autumn,388.8
15.3,68.4,55.0,11.3,572.4,4.4,7.38,Clay,Wheat,Vegetative,8.73,1,Summer,1493.9
29.1,29.8,36.7,23.4,627.4,16.3,6.69,Clay,Maize,Germination,3.67,2,Spring,415.3
16.7,49.1,77.0,21.2,272.1,11.6,5.53,Clay,Cotton,Maturity,2.91,9,Autumn,68.5
18.6,58.4,33.1,14.4,571.7,13.3,7.52,Clay,Soybean,Maturity,5.66,11,Summer,955.1
18.5,48.2,77.4,8.6,130.3,15.7,7.64,Silt,Cotton,Germination,1.25,3,Spring,50.0
34.5,56.4,73.1,38.1,686.5,3.9,7.39,Silt,Wheat,Maturity,5.55,6,Spring,556.9
37.4,89.8,28.9,49.5,218.7,10.8,6.53,Silt,Wheat,Vegetative,3.38,3,Autumn,152.0
32.5,29.5,66.2,38.9,588.2,1.9,7.09,Sandy,Maize,Germination,4.14,10,Summer,804.4
43.9,67.3,79.7,14.8,257.1,29.4,6.66,Silt,Wheat,Vegetative,8.02,6,Spring,1289.4
26.2,47.7,27.7,12.2,147.9,3.6,7.6,Loam,Soybean,Germination,6.79,3,Spring,884.8
23.6,29.3,40.6,10.9,437.0,7.8,7.25,Loam,Wheat,Vegetative,4.74,2,Spring,822.8
41.1,31.1,46.4,6.8,218.5,26.7,5.75,Clay,Cotton,Vegetative,5.99,7,Winter,536.1
21.7,86.4,30.6,27.6,610.6,14.5,7.43,Silt,Soybean,Vegetative,7.79,2,Summer,1792.2
43.9,81.6,11.1,30.3,266.3,4.1,7.56,Clay,Wheat,Maturity,7.58,10,Summer,1332.9
15.4,83.5,25.4,35.3,339.7,11.5,6.61,Clay,Rice,Vegetative,2.26,14,Winter,50.0
44.1,89.4,29.7,34.0,497.2,3.5,8.13,Loam,Rice,Flowering,3.36,7,Spring,1445.9
16.3,34.6,41.1,14.6,299.5,6.0,8.03,Loam,Cotton,Vegetative,3.81,1,Winter,263.7
41.7,44.9,22.0,16.5,364.6,1.6,6.03,Clay,Maize,Vegetative,2.28,12,Winter,313.3
30.8,66.8,71.1,34.1,670.9,13.1,8.21,Loam,Maize,Vegetative,0.62,13,Winter,50.0
44.8,53.9,59.3,17.5,225.4,24.2,6.82,Clay,Wheat,Vegetative,2.15,2,Summer,424.8
17.2,49.3,16.0,10.6,157.5,17.6,7.67,Clay,Soybean,Germination,8.18,3,Spring,765.0
31.6,45.0,55.5,18.7,329.9,18.2,7.94,Clay,Maize,Maturity,5.69,2,Spring,739.4
44.1,61.6,55.8,13.6,397.1,6.0,7.02,Sandy,Rice,Maturity,3.75,5,Summer,2000.0
30.7,60.3,76.9,4.4,479.9,10.3,6.7,Loam,Maize,Maturity,6.28,8,Summer,1583.8
33.9,31.3,10.2,41.5,360.7,25.4,8.25,Loam,Rice,Germination,7.53,9,Winter,794.9
35.9,53.0,27.4,42.7,652.9,2.6,6.19,Silt,Maize,Vegetative,3.87,7,Winter,392.9
28.6,58.7,74.9,11.0,127.5,25.7,6.27,Loam,Cotton,Vegetative,4.93,3,Autumn,481.8
33.8,59.9,75.2,3.2,402.2,14.5,6.58,Silt,Soybean,Maturity,1.11,1,Autumn,50.0
32.5,34.7,60.4,36.9,367.6,25.1,8.08,Clay,Wheat,Flowering,6.17,9,Summer,1464.6
42.0,72.0,63.6,10.6,553.3,9.5,8.32,Sandy,Rice,Vegetative,3.89,0,Winter,827.8
16.4,21.8,16.4,19.7,776.4,10.2,6.16,Clay,Maize,Vegetative,4.62,10,Summer,1141.7
23.4,44.8,46.0,3.2,457.3,22.5,8.09,Clay,Wheat,Vegetative,4.51,3,Winter,325.5
43.5,74.6,26.2,11.3,790.8,23.5,6.27,Clay,Rice,Germination,6.51,4,Winter,645.6
